"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA","IR"
"MSHM23","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM24","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM25","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM26","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM27","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM28","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM29","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM30","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM31","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM32","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM33","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM34","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM35","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM36","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM37","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM38","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM39","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM40","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM41","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM42","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM43","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM44","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM45","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM46","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM47","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM48","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM49","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM50","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM51","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM52","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM53","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM54","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM55","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM56","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM57","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM58","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM59","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM60","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM61","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM62","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM63","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM64","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM65","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM66","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM67","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM68","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM69","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM70","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM71","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM72","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM73","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM74","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM75","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM76","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM77","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM78","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM79","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM80","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM81","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM82","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM83","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM84","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM85","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM86","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM87","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM88","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM89","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM90","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM91","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM92","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM93","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM94","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM95","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM96","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM97","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM98","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM99","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM100","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM101","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM102","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM103","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM104","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM105","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM106","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM107","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM108","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM109","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM110","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM111","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM112","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM113","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM114","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM115","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM116","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM117","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM118","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM119","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM120","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM121","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM122","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM123","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM124","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM125","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM126","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM127","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM128","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM129","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM130","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM131","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM132","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM133","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM134","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM135","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM136","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM137","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM138","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM139","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM140","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM141","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM142","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM143","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM144","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM145","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM146","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM147","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM148","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM149","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM150","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM151","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM152","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM153","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM154","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM155","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM156","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM157","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM158","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM159","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM160","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM161","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM162","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM163","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM164","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM165","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM166","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM167","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM168","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM169","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM170","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM171","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM172","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM173","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM174","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM175","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM176","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM177","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM178","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM179","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM180","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM181","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM182","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM183","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM184","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM185","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM186","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM187","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM188","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM189","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM190","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM191","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM192","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM193","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM194","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM195","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM196","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM197","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM198","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM199","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM200","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM201","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM202","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM203","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM204","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM205","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM206","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM207","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM208","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM209","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM210","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM211","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM212","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM213","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM214","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM215","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM216","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM217","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM218","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM219","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM220","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM221","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM222","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM223","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM224","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM225","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM226","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM227","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM228","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA",0
"MSHM229","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM230","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM231","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM232","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM233","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM234","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA+Plant extract",0
"MSHM235","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM236","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM237","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM238","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM239","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM240","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","30","PDA+Plant extract",0
"MSHM241","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM242","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM243","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA",0
"MSHM244","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM245","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM246","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA",0
"MSHM247","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM248","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM249","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","23","PDA+Plant extract",0
"MSHM250","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM251","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM252","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Leaf","30","PDA+Plant extract",0
"MSHM253","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM254","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM255","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA",0
"MSHM256","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM257","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM258","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA",0
"MSHM259","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM260","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM261","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","23","PDA+Plant extract",0
"MSHM262","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM263","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM264","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Branch","30","PDA+Plant extract",0
"MSHM265","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM266","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM267","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM268","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
"MSHM269","Sorkhe","Gypsum Soil","Winter","Acantholimon sp.","Root","23","PDA",0
