SITE,SOIL,Ece,EC,Cle,pHe,pH.1.5,OM,OC,Nt,P,P2O5,M,SP,M.SP
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
