Sample ID ,Eurotiales,Diaporthales,Ophiostomatales,Boletales ,Amphisphaeriales,Saccharomycetales,Hypocreales,Pleosporales,Xylariales,Sordariales,Unknown
MSHM69290,0,0,0,0,0,0,0,0,0,0,0
MSHM69291,0,0,0,0,0,0,0,0,0,0,0
MSHM69292,0,0,0,0,0,0,0,0,0,0,0
MSHM69293,0,0,0,0,0,0,0,0,0,0,0
MSHM69294,0,0,0,0,0,0,0,0,0,0,0
MSHM69295,0,0,0,0,0,0,0,0,0,0,0
MSHM69296,0,0,0,0,0,0,0,0,0,0,0
MSHM69297,0,0,0,0,0,0,0,0,0,0,0
MSHM69298,0,0,0,0,0,0,0,0,0,0,0
MSHM69299,0,0,0,0,0,0,0,1,0,0,0
MSHM69300,0,0,0,0,0,0,0,0,0,0,0
MSHM69301,0,0,0,0,0,0,0,0,0,0,0
MSHM69302,0,0,0,0,0,0,0,0,0,0,0
MSHM69303,0,0,0,0,0,0,0,0,0,0,0
MSHM69304,0,0,0,0,0,0,0,0,0,0,0
MSHM69305,0,0,0,0,0,0,0,0,0,0,0
MSHM69306,0,0,0,0,0,0,0,0,0,0,0
MSHM69307,0,0,0,0,0,0,0,0,0,0,0
MSHM69308,0,0,0,0,0,0,0,0,0,0,0
MSHM69309,0,0,0,0,0,0,0,0,0,0,0
MSHM69310,0,0,0,0,0,0,0,0,0,0,0
MSHM69311,0,0,0,0,0,0,0,0,0,0,0
MSHM69312,0,0,0,0,0,0,0,0,0,0,0
MSHM69313,0,0,0,0,0,0,0,0,0,0,0
MSHM69314,0,0,0,0,0,0,0,0,0,0,2
MSHM69315,0,0,0,0,0,0,0,0,0,0,0
MSHM69316,0,0,0,0,0,0,0,0,0,0,0
MSHM69317,0,0,0,0,0,0,0,0,0,0,0
MSHM69318,0,0,0,0,0,0,0,0,0,0,0
MSHM69319,0,0,0,0,0,0,0,0,0,0,0
MSHM69320,0,0,0,0,0,0,0,0,0,0,0
MSHM69321,0,0,0,0,0,0,0,0,0,0,0
MSHM69322,0,0,0,0,0,1,0,0,0,0,0
MSHM69323,0,0,0,0,0,0,0,0,0,0,0
MSHM69324,0,0,0,0,0,0,0,0,0,0,0
MSHM69325,0,0,0,0,0,0,0,0,0,0,0
MSHM69326,0,0,0,0,0,0,0,0,0,0,0
MSHM69327,0,0,0,0,0,0,0,0,0,0,0
MSHM69328,0,0,0,0,0,0,0,0,0,0,0
MSHM69329,0,0,0,0,0,0,0,0,0,0,0
MSHM69330,0,0,0,0,0,0,0,0,0,0,0
MSHM69331,0,0,0,0,0,0,0,0,0,0,0
MSHM69332,0,0,0,0,0,0,0,0,0,0,0
MSHM69333,0,0,0,0,0,0,0,0,0,0,0
MSHM69334,0,0,0,0,0,0,0,0,0,0,0
MSHM69335,0,0,0,0,0,0,0,0,0,0,0
MSHM69336,0,0,0,0,0,1,0,0,0,0,0
MSHM69337,0,0,0,0,0,1,0,0,0,0,0
MSHM69338,0,0,0,0,0,0,0,0,0,1,0
MSHM69339,0,0,0,0,0,0,0,0,0,1,0
MSHM69340,0,0,0,0,0,0,0,0,0,0,0
MSHM69341,0,0,0,0,0,0,0,0,0,0,0
MSHM69342,0,0,0,0,0,0,0,0,0,0,1
MSHM69343,0,0,0,0,0,0,0,0,0,0,1
MSHM69344,0,0,0,0,0,0,0,0,0,0,1
MSHM69345,0,0,0,0,0,0,0,0,0,1,1
MSHM69346,0,0,0,0,0,0,0,0,0,0,0
MSHM69347,0,0,0,0,0,0,0,0,0,0,0
MSHM69348,0,0,0,0,0,0,0,0,0,0,0
MSHM69349,0,0,0,0,0,0,0,0,0,0,0
MSHM69350,0,0,0,0,0,0,0,0,0,0,0
MSHM69351,0,0,0,0,0,0,0,0,0,0,0
MSHM69352,0,0,0,0,0,0,0,0,0,0,0
MSHM69353,0,0,0,0,0,0,0,0,0,1,0
MSHM69354,0,0,0,0,0,0,0,0,0,0,0
MSHM69355,0,0,0,0,0,0,0,0,0,0,0
MSHM69356,0,0,0,0,0,0,0,0,0,0,0
MSHM69357,0,0,0,0,0,0,0,0,0,0,0
MSHM69358,0,0,0,0,0,0,0,0,0,1,0
MSHM69359,0,0,0,0,0,0,0,0,0,1,0
MSHM69360,0,0,0,0,0,0,0,0,0,0,0
MSHM69361,0,0,0,0,0,0,0,0,0,0,0
MSHM69362,0,0,0,0,0,0,0,0,0,0,1
MSHM69363,0,0,0,0,0,0,0,0,0,0,0
MSHM69364,0,0,0,0,0,2,0,0,0,0,0
MSHM69365,0,0,0,0,0,1,0,0,0,0,0
MSHM69366,0,0,0,0,0,1,0,0,0,0,0
MSHM69367,0,0,0,0,0,1,0,0,0,0,0
MSHM69368,0,0,0,0,0,0,0,0,0,0,0
MSHM69369,0,0,0,0,0,0,0,0,0,0,0
MSHM69370,0,0,0,0,0,0,0,0,0,0,0
MSHM69371,0,0,0,0,0,0,0,0,0,0,0
MSHM69372,0,0,0,0,0,0,0,0,0,0,0
MSHM69373,0,0,0,0,0,0,0,0,0,0,0
MSHM69374,0,0,0,0,0,0,0,0,0,0,0
MSHM69375,0,0,0,0,0,0,0,0,0,0,0
MSHM69376,0,0,0,0,0,0,0,0,0,0,0
MSHM69377,0,0,0,0,0,0,0,0,0,0,0
MSHM69378,0,0,0,0,0,0,0,0,0,0,0
MSHM69379,0,0,0,0,0,0,0,0,0,0,0
MSHM69380,0,0,0,0,0,0,0,0,0,0,0
MSHM69381,0,0,0,0,0,0,0,0,0,0,0
MSHM69382,0,0,0,0,0,0,0,0,0,0,0
MSHM69383,0,0,0,0,0,0,0,0,0,0,0
MSHM69384,0,0,0,0,0,0,0,0,0,0,0
MSHM69385,0,0,0,0,0,0,0,0,0,0,1
MSHM69386,0,0,0,0,0,0,0,0,0,0,0
MSHM69387,0,0,0,0,0,0,0,0,0,0,0
MSHM69388,0,0,0,0,0,0,0,0,0,0,0
MSHM69389,0,0,0,0,0,0,0,0,0,0,0
MSHM69390,0,0,0,0,0,0,0,0,0,0,0
MSHM69391,0,0,0,0,0,0,0,0,0,0,0
MSHM69392,0,0,0,0,0,0,0,0,0,0,0
MSHM69393,0,0,0,0,0,0,0,0,0,0,0
MSHM69394,0,0,0,0,0,0,0,0,0,0,0
MSHM69395,0,0,0,0,0,0,0,0,0,0,0
MSHM69396,0,0,0,0,0,0,0,0,0,0,0
MSHM69397,0,0,0,0,0,0,0,0,0,0,0
MSHM69398,0,0,0,0,0,0,0,0,0,0,0
MSHM69399,0,0,0,0,0,0,0,0,0,0,1
MSHM69400,0,0,0,0,0,0,0,0,0,0,0
MSHM69401,0,0,0,0,0,0,0,0,0,0,0
MSHM69402,0,0,0,0,0,1,0,0,0,0,0
MSHM69403,0,0,0,0,0,0,0,0,0,0,0
MSHM69404,0,0,0,0,0,0,0,0,0,0,0
MSHM69405,0,0,0,0,0,0,0,0,0,0,0
MSHM69406,0,0,0,0,0,0,0,0,0,0,0
MSHM69407,0,0,0,0,0,0,0,0,0,0,0
MSHM69408,0,0,0,0,0,0,0,0,0,0,0
MSHM69409,0,0,0,0,0,0,0,0,0,0,0
MSHM69410,0,0,0,0,0,0,0,0,0,0,0
MSHM69411,0,0,0,0,0,0,0,0,0,0,0
MSHM69412,0,0,0,0,0,0,0,0,0,0,0
MSHM69413,0,0,0,0,0,0,0,0,0,0,0
MSHM69414,0,0,0,0,0,0,0,1,0,0,0
MSHM69415,0,0,0,0,0,0,0,0,0,0,0
MSHM69416,0,0,0,0,0,0,0,0,0,0,0
MSHM69417,0,0,0,0,0,0,0,0,0,0,0
MSHM69418,0,0,0,0,0,0,0,1,0,0,0
MSHM69419,0,0,0,0,0,0,0,0,0,0,0
MSHM69420,0,0,0,0,0,0,0,0,0,0,0
MSHM69421,0,0,0,0,0,0,0,0,0,0,0
MSHM69422,0,0,0,0,0,0,0,0,0,0,0
MSHM69423,0,0,0,0,0,0,0,0,0,0,0
MSHM69424,0,0,0,0,0,0,0,0,0,0,0
MSHM69425,0,0,0,0,0,0,0,0,0,0,0
MSHM69426,0,0,0,0,0,0,0,0,0,0,0
MSHM69427,0,0,0,0,0,0,0,0,0,0,0
MSHM69428,0,0,0,0,0,0,0,0,0,0,0
MSHM69429,0,0,0,0,0,1,0,0,0,0,0
MSHM69430,0,0,0,0,0,1,0,0,0,0,0
MSHM69431,0,0,0,0,0,0,0,0,0,0,0
MSHM69432,0,0,0,0,0,0,0,0,0,0,0
MSHM69433,0,0,0,0,0,0,0,0,0,0,0
MSHM69434,0,0,0,0,0,0,0,0,0,0,0
MSHM69435,0,0,0,0,0,0,0,0,0,0,0
MSHM69436,0,0,0,0,0,0,0,0,0,0,0
MSHM69437,0,0,0,0,0,0,0,0,0,0,0
MSHM69438,0,0,0,0,0,0,0,0,0,0,0
MSHM69439,0,0,0,0,0,0,0,0,0,0,0
MSHM69440,0,0,0,0,0,0,0,0,0,0,0
MSHM69441,0,0,0,0,0,0,0,0,0,0,0
MSHM69442,0,0,0,0,0,1,0,1,0,0,0
MSHM69443,0,0,0,0,0,0,0,1,0,0,0
MSHM69444,0,0,0,0,0,0,0,0,0,0,0
MSHM69445,0,0,0,0,0,0,0,0,0,0,0
MSHM69446,0,0,0,0,0,0,0,0,0,0,0
MSHM69447,0,0,0,0,0,0,0,0,0,0,0
MSHM69448,0,0,0,0,0,0,0,0,0,0,0
MSHM69449,0,0,0,0,0,0,0,0,0,0,0
MSHM69450,0,0,0,0,0,0,0,0,0,0,0
MSHM69451,0,0,0,0,0,0,0,0,0,0,0
MSHM69452,0,0,0,0,0,0,0,0,0,0,0
MSHM69453,0,0,0,0,0,0,0,0,0,0,0
MSHM69454,0,0,0,0,0,0,0,0,0,0,0
MSHM69455,0,0,0,0,0,0,0,0,0,0,0
MSHM69456,0,0,0,0,0,0,0,0,0,0,0
MSHM69457,0,0,0,0,0,0,0,0,0,0,0
MSHM69458,0,0,0,0,0,0,0,0,0,0,0
MSHM69459,0,0,0,0,0,0,0,0,0,0,0
MSHM69460,0,0,0,0,0,0,0,0,0,0,0
MSHM69461,0,0,0,0,0,0,0,0,0,0,0
MSHM69462,0,0,0,0,0,0,0,0,0,0,0
MSHM69463,0,0,0,0,0,0,0,0,0,0,0
MSHM69464,0,0,0,0,0,0,0,0,0,0,0
MSHM69465,0,0,0,0,0,0,0,0,0,0,0
MSHM69466,0,0,0,0,0,0,0,0,0,0,0
MSHM69467,0,0,0,0,0,0,0,0,0,0,0
MSHM69468,0,0,0,0,0,0,0,0,0,0,0
MSHM69469,0,0,0,0,0,0,0,0,0,0,0
MSHM69470,0,0,0,0,0,0,0,1,0,0,0
MSHM69471,0,0,0,0,0,0,0,1,0,0,0
MSHM69472,0,0,0,0,0,0,0,1,0,0,0
MSHM69473,0,0,0,0,0,0,0,0,0,0,0
MSHM69474,0,0,0,0,0,0,0,0,0,0,0
MSHM69475,0,0,0,0,0,1,0,0,0,0,0
MSHM69476,0,0,0,0,0,1,0,0,0,0,0
MSHM69477,0,0,0,0,0,1,0,0,0,0,0
MSHM69478,0,0,0,0,0,1,0,0,0,0,0
MSHM69479,0,0,0,0,0,1,0,0,0,0,0
MSHM69480,0,0,0,0,0,0,0,0,0,0,0
MSHM69481,0,0,0,0,0,0,0,0,0,0,0
MSHM69482,0,0,0,0,0,0,0,0,0,0,0
MSHM69483,0,0,0,0,0,0,0,0,0,0,0
MSHM69484,0,0,0,0,0,0,0,0,0,0,0
MSHM69485,0,0,0,0,0,0,0,0,0,0,0
MSHM69486,0,0,0,0,0,0,0,0,0,0,0
MSHM69487,0,0,0,0,0,0,0,0,0,0,0
MSHM69488,0,0,0,0,0,0,0,0,0,0,0
MSHM69489,0,0,0,0,0,0,0,0,0,0,0
MSHM69490,0,0,0,0,0,0,0,0,0,0,0
MSHM69491,0,0,0,0,0,0,0,0,0,0,0
MSHM69492,0,0,0,0,0,0,0,0,0,0,0
MSHM69493,0,0,0,0,0,0,0,0,0,0,0
MSHM69494,0,0,0,0,0,0,0,0,0,0,0
MSHM69495,0,0,0,0,0,0,0,0,0,0,0
MSHM69496,0,0,0,0,0,0,0,0,0,0,0
MSHM69497,0,0,0,0,0,0,0,0,0,0,0
MSHM69498,0,0,0,0,0,2,0,0,0,0,0
MSHM69499,0,0,0,0,0,0,0,0,0,0,0
MSHM69500,0,0,0,0,0,0,0,0,0,0,0
MSHM69501,0,0,0,0,0,0,0,1,0,0,0
MSHM69502,0,0,0,0,0,0,0,1,0,0,0
MSHM69503,0,0,0,0,0,0,0,0,0,0,0
MSHM69504,0,0,0,0,0,2,0,0,0,0,0
MSHM69505,0,0,0,0,0,0,0,0,0,0,0
MSHM69506,0,0,0,0,0,0,0,0,0,0,0
MSHM69507,0,0,0,0,0,0,0,0,0,0,0
MSHM69508,0,0,0,0,0,0,0,0,0,1,1
MSHM69509,0,0,0,0,0,0,0,0,0,0,0
MSHM69510,0,0,0,0,0,0,0,0,0,0,0
MSHM69511,0,0,0,0,0,0,0,0,0,0,0
MSHM69512,0,0,0,0,0,0,0,0,0,0,0
MSHM69513,0,0,0,0,0,0,0,0,0,0,0
MSHM69514,0,0,0,0,0,0,0,0,0,0,0
MSHM69515,0,0,0,0,0,0,0,0,0,0,0
MSHM69516,0,0,0,0,0,0,0,0,0,0,0
MSHM69517,0,0,0,0,0,0,0,0,0,0,0
MSHM69518,0,0,0,0,0,0,0,0,0,0,0
MSHM69519,0,0,0,0,0,0,0,0,0,0,0
MSHM69520,0,0,0,0,0,0,0,0,0,2,0
MSHM69521,0,0,0,0,0,0,0,0,0,0,0
MSHM69522,0,0,0,0,0,0,0,0,0,0,0
MSHM69523,0,0,0,0,0,0,0,0,0,0,0
MSHM69524,0,0,0,0,0,0,0,0,0,0,1
MSHM69525,0,0,0,0,0,0,0,0,0,0,0
MSHM69526,0,0,0,0,0,0,0,0,0,0,0
MSHM69527,0,0,0,0,0,0,0,0,0,0,0
MSHM69528,0,0,0,0,0,0,0,0,0,0,0
MSHM69529,0,0,0,0,0,0,0,0,0,0,0
MSHM69530,0,0,0,0,0,0,0,0,0,0,0
MSHM69531,0,0,0,0,0,1,0,0,0,0,0
MSHM69532,0,0,0,0,0,1,0,0,0,0,0
MSHM69533,0,0,0,0,0,1,0,0,0,0,0
MSHM69534,0,0,0,0,0,0,0,0,0,0,0
MSHM69535,0,0,0,0,0,0,0,0,0,0,0
MSHM69536,0,0,0,0,0,0,0,0,0,0,0
MSHM69537,0,0,0,0,0,0,0,0,0,0,0
MSHM69538,0,0,0,0,0,0,0,0,0,1,0
MSHM69539,0,0,0,0,0,0,0,0,0,0,0
MSHM69540,0,0,0,0,0,0,0,0,0,0,0
MSHM69541,0,0,0,0,0,0,0,0,0,0,0
MSHM69542,0,0,0,0,0,0,0,0,0,0,0
MSHM69543,0,0,0,0,0,0,0,0,0,0,0
MSHM69544,0,0,0,0,0,0,0,0,0,0,0
MSHM69545,0,0,0,0,0,0,0,0,0,0,0
MSHM69546,0,0,0,0,0,0,0,0,0,0,0
MSHM69547,0,0,0,0,0,0,0,0,0,0,0
MSHM69548,0,0,0,0,0,0,0,0,0,0,0
MSHM69549,0,0,0,0,0,0,0,0,0,0,0
MSHM69550,0,0,0,0,0,0,0,0,0,0,0
MSHM69551,0,0,0,0,0,0,0,0,0,0,0
MSHM69552,0,0,0,0,0,0,0,0,0,0,0
MSHM69553,0,0,0,0,0,0,0,0,0,0,0
MSHM69554,0,0,0,0,0,0,0,0,0,0,0
MSHM69555,0,0,0,0,0,1,0,0,0,0,0
MSHM69556,0,0,0,0,0,0,0,0,0,0,0
MSHM69557,0,0,0,0,0,0,0,0,0,0,0
MSHM69558,0,0,0,0,0,0,0,0,0,0,0
MSHM69559,0,0,0,0,0,0,0,0,0,0,0
MSHM69560,0,0,0,0,0,0,0,0,0,0,0
MSHM69561,0,0,0,0,0,0,0,0,0,0,0
MSHM69562,0,0,0,0,0,0,0,0,0,0,0
MSHM69563,0,0,0,0,0,0,0,0,0,0,1
MSHM69564,0,0,0,0,0,0,0,0,0,0,0
MSHM69565,0,0,0,0,0,0,0,0,0,0,0
MSHM69566,0,0,0,0,0,0,0,0,0,0,0
MSHM69567,0,0,0,0,0,0,0,0,0,0,0
MSHM69568,0,0,0,0,0,0,0,0,0,0,0
MSHM69569,0,0,0,0,0,0,0,0,0,0,0
MSHM69570,0,0,0,0,0,0,0,0,0,0,0
MSHM69571,0,0,0,0,0,0,0,0,0,0,0
MSHM69572,0,0,0,0,0,0,0,0,0,0,0
MSHM69573,0,0,0,0,0,0,0,0,0,0,0
MSHM69574,0,0,0,0,0,0,0,0,0,0,2
MSHM69575,0,0,0,0,0,0,0,0,0,0,1
MSHM69576,0,0,0,0,0,0,0,0,0,0,1
MSHM69577,0,0,0,0,0,0,0,0,0,0,0
MSHM69578,0,0,0,0,0,1,0,0,0,0,0
MSHM69579,0,0,0,0,0,0,0,0,0,0,0
MSHM69580,0,0,0,0,0,0,0,0,0,0,0
MSHM69581,0,0,0,0,0,0,0,0,0,0,0
MSHM69582,0,0,0,0,0,0,0,0,0,0,0
MSHM69583,0,0,0,0,0,0,0,0,0,0,0
MSHM69584,0,0,0,0,0,0,0,0,0,0,0
MSHM69585,0,0,0,0,0,0,0,0,0,0,0
MSHM69586,0,0,0,0,0,0,0,0,0,0,0
MSHM69587,0,0,0,0,0,0,0,0,0,0,0
MSHM69588,0,0,0,0,0,0,0,0,0,0,0
MSHM69589,0,0,0,0,0,0,0,0,0,0,0
MSHM69590,0,0,0,0,0,0,0,0,0,0,0
MSHM69591,0,0,0,0,0,0,0,0,0,0,0
MSHM69592,0,0,0,0,0,0,0,0,0,0,0
MSHM69593,0,0,0,0,0,0,0,0,0,0,0
MSHM69594,0,0,0,0,0,0,0,0,0,0,0
MSHM69595,0,0,0,0,0,0,0,0,0,0,0
MSHM69596,0,0,0,0,0,0,0,0,0,0,0
MSHM69597,0,0,0,0,0,0,0,0,0,0,0
MSHM69598,0,0,0,0,0,0,0,0,0,0,0
MSHM69599,0,0,0,0,0,0,0,0,0,0,0
MSHM69600,0,0,0,0,0,0,0,0,0,0,0
MSHM69601,0,0,0,0,0,1,0,0,0,0,0
MSHM69602,0,0,0,0,0,0,0,0,0,0,0
MSHM69603,0,0,0,0,0,0,0,0,0,0,0
MSHM69604,0,0,0,0,0,0,0,0,0,0,0
MSHM69605,0,0,0,0,0,0,0,0,0,0,0
MSHM69606,0,0,0,0,0,0,0,0,0,0,0
MSHM69607,0,0,0,0,0,0,0,0,0,0,0
MSHM69608,0,0,0,0,0,0,0,0,0,0,0
MSHM69609,0,0,0,0,0,0,0,0,0,0,0
MSHM69610,0,0,0,0,0,0,0,0,0,0,0
MSHM69611,0,0,0,0,0,2,0,0,0,0,0
MSHM69612,0,0,0,0,0,0,0,0,0,0,0
MSHM69613,0,0,0,0,0,0,0,0,0,0,0
MSHM69614,0,0,0,0,0,0,0,0,0,0,0
MSHM69615,0,0,0,0,0,0,0,0,0,0,0
MSHM69616,0,0,0,0,0,0,0,0,0,0,0
MSHM69617,0,0,0,0,0,0,0,0,0,0,0
MSHM69618,0,0,0,0,0,0,0,0,0,0,0
MSHM69619,0,0,0,0,0,0,0,0,0,0,0
MSHM69620,0,0,0,0,0,0,0,0,0,0,0
MSHM69621,0,0,0,0,0,0,0,0,0,0,0
MSHM69622,0,0,0,0,0,0,0,0,0,0,0
MSHM69623,0,0,0,0,0,0,0,0,0,0,0
MSHM69624,0,0,0,0,0,0,0,0,0,0,0
MSHM69625,0,0,0,0,0,1,0,0,0,0,0
MSHM69626,0,0,0,0,0,1,0,0,0,0,0
MSHM69627,0,0,0,0,0,0,0,0,0,0,0
MSHM69628,0,0,0,0,0,0,0,0,0,0,0
MSHM69629,0,0,0,0,0,0,0,0,0,0,0
MSHM69630,0,0,0,0,0,0,0,0,0,0,0
MSHM69631,0,0,0,0,0,0,0,0,0,0,0
MSHM69632,0,0,0,0,0,0,0,0,0,0,0
MSHM69633,0,0,0,0,0,0,0,0,0,0,0
MSHM69634,0,0,0,0,0,0,0,0,0,0,0
MSHM69635,0,0,0,0,0,0,0,0,0,0,0
MSHM69636,0,0,0,0,0,0,0,1,0,0,0
MSHM69637,0,0,0,0,0,0,0,0,0,0,0
MSHM69638,0,0,0,0,0,0,0,0,0,0,0
MSHM69639,0,0,0,0,0,0,0,0,0,0,0
MSHM69640,0,0,0,0,0,0,0,0,0,0,0
MSHM69641,0,0,0,0,0,0,0,0,0,0,0
MSHM69642,0,0,0,0,0,0,0,0,0,0,0
MSHM69643,0,0,0,0,0,0,0,0,0,0,0
MSHM69644,0,0,0,0,0,0,0,0,0,0,0
MSHM69645,0,0,0,0,0,0,0,0,0,0,0
MSHM69646,0,0,0,0,0,0,0,0,0,0,0
MSHM69647,0,0,0,0,0,0,0,0,0,0,0
MSHM69648,0,0,0,0,0,0,0,2,0,0,0
MSHM69649,0,0,0,0,0,0,0,0,0,0,0
MSHM69650,0,0,0,0,0,2,0,0,0,0,0
MSHM69651,0,0,0,0,0,0,0,0,0,0,0
MSHM69652,0,0,0,0,0,0,0,0,0,0,0
MSHM69653,0,0,0,0,0,0,0,3,0,0,0
MSHM69654,0,0,0,0,0,0,0,0,0,0,0
MSHM69655,0,0,0,0,0,0,0,0,0,0,0
MSHM69656,0,0,0,0,0,0,0,0,0,0,0
MSHM69657,0,0,0,0,0,0,0,0,0,0,0
MSHM69658,0,0,0,0,0,0,0,0,0,0,0
MSHM69659,0,0,0,0,0,0,0,0,0,0,0
MSHM69660,0,0,0,0,0,0,0,0,0,0,0
MSHM69661,0,0,0,0,0,0,0,0,0,0,0
MSHM69662,0,0,0,0,0,0,0,0,0,0,0
MSHM69663,0,0,0,0,0,0,0,0,0,0,0
MSHM69664,0,0,0,0,0,0,0,0,0,0,0
MSHM69665,0,0,0,0,0,0,0,0,0,0,0
MSHM69666,0,0,0,0,0,0,0,0,0,0,0
MSHM69667,0,0,0,0,0,0,0,0,0,0,0
MSHM69668,0,0,0,0,0,0,0,0,0,0,0
MSHM69669,0,0,0,0,0,0,0,0,0,0,0
MSHM69670,0,0,0,0,0,0,0,1,0,0,0
MSHM69671,0,0,0,0,0,0,0,0,0,0,0
MSHM69672,0,0,0,0,0,0,0,0,0,0,0
MSHM69673,0,0,0,0,0,0,0,0,0,0,0
MSHM69674,0,0,0,0,0,0,0,0,0,0,0
MSHM69675,0,0,0,0,0,0,0,0,0,0,0
MSHM69676,0,0,0,0,0,0,0,0,0,0,0
MSHM69677,0,0,0,0,0,0,0,0,0,0,0
MSHM69678,0,0,0,0,0,0,0,0,0,0,0
MSHM69679,0,0,0,0,0,0,0,0,0,0,0
MSHM69680,0,0,0,0,0,0,0,0,0,0,0
MSHM69681,0,0,0,0,0,1,0,0,0,0,0
MSHM69682,0,0,0,0,0,0,0,0,0,0,0
MSHM69683,0,0,0,0,0,0,0,0,0,0,0
MSHM69684,0,0,0,0,0,0,0,0,0,0,0
MSHM69685,0,0,0,0,0,0,0,0,0,0,0
MSHM69686,0,0,0,0,0,0,0,0,0,0,0
MSHM69687,0,0,0,0,0,0,0,0,0,0,0
MSHM69688,0,0,0,0,0,0,0,0,0,0,0
MSHM69689,0,0,0,0,0,0,0,0,0,0,0
MSHM69690,0,0,0,0,0,0,0,0,0,0,0
MSHM69691,0,0,0,0,0,0,0,0,0,0,0
MSHM69692,0,0,0,0,0,0,0,0,0,0,0
MSHM69693,0,0,0,0,0,0,0,0,0,0,0
MSHM69694,0,0,0,0,0,0,0,0,0,0,0
MSHM69695,0,0,0,0,0,0,0,0,0,0,0
MSHM69696,0,0,0,0,0,0,0,0,0,0,0
MSHM69697,0,0,0,0,0,0,0,0,0,0,3
MSHM69698,0,0,0,0,0,0,0,0,0,2,0
MSHM69699,0,0,0,0,0,0,0,0,0,0,0
MSHM69700,0,0,0,0,0,0,0,0,0,0,0
MSHM69701,0,0,0,0,0,1,0,0,0,0,0
MSHM69702,0,0,0,0,0,1,0,0,0,0,0
MSHM69703,0,0,0,0,0,0,0,0,0,0,0
MSHM69704,0,0,0,0,0,0,0,0,0,0,0
MSHM69705,0,0,0,0,0,0,0,0,0,0,0
MSHM69706,0,0,0,0,0,0,0,0,0,0,0
MSHM69707,0,0,0,0,0,0,0,0,0,0,0
MSHM69708,0,0,0,0,0,0,0,0,0,0,0
MSHM69709,0,0,0,0,0,0,0,0,0,0,0
MSHM69710,0,0,0,0,0,0,0,0,0,0,1
MSHM69711,0,0,0,0,0,0,0,0,0,0,0
MSHM69712,0,0,0,0,0,0,0,0,0,0,0
MSHM69713,0,0,0,0,0,0,0,0,0,1,0
MSHM69714,0,0,0,0,0,0,0,0,0,1,0
MSHM69715,0,0,0,0,0,0,0,0,0,0,0
MSHM69716,0,0,0,0,0,0,0,0,0,0,0
MSHM69717,0,0,0,0,0,0,0,0,0,1,0
MSHM69718,0,0,0,0,0,0,0,0,0,0,0
MSHM69719,0,0,0,0,0,0,0,0,0,0,0
MSHM69720,0,0,0,0,0,0,0,0,0,0,0
MSHM69721,0,0,0,0,0,0,0,0,0,0,0
MSHM69722,0,0,0,0,0,1,0,0,0,0,0
MSHM69723,0,0,0,0,0,1,0,0,0,1,0
MSHM69724,0,0,0,0,0,0,0,0,0,1,0
MSHM69725,0,0,0,0,0,0,0,0,0,1,0
MSHM69726,0,0,0,0,0,0,0,0,0,1,0
MSHM69727,0,0,0,0,0,0,0,0,0,1,0
MSHM69728,0,0,0,0,0,0,0,0,0,0,2
MSHM69729,0,0,0,0,0,0,0,0,0,0,1
MSHM69730,0,0,0,0,0,0,0,0,0,0,0
MSHM69731,0,0,0,0,0,0,0,0,0,0,0
MSHM69732,0,0,0,0,0,0,0,0,0,0,0
MSHM69733,0,0,0,0,0,0,0,0,0,0,1
MSHM69734,0,0,0,0,0,0,0,0,0,0,0
MSHM69735,0,0,0,0,0,0,0,0,0,0,0
MSHM69736,0,0,0,0,0,0,0,0,0,0,0
MSHM69737,0,0,0,0,0,0,0,0,0,0,0
MSHM69738,0,0,0,0,0,0,0,0,0,0,0
MSHM69739,0,0,0,0,0,0,0,0,0,0,0
MSHM69740,0,0,0,0,0,0,0,0,0,0,0
MSHM69741,0,0,0,0,0,0,0,0,0,0,0
MSHM69742,0,0,0,0,0,0,0,0,0,0,0
MSHM69743,0,0,0,0,0,1,0,0,0,0,0
MSHM69744,0,0,0,0,0,1,0,0,0,0,0
MSHM69745,0,0,0,0,0,1,0,0,0,0,0
MSHM69746,0,0,0,0,0,0,0,0,0,0,0
MSHM69747,0,0,0,0,0,0,0,0,0,0,0
MSHM69748,0,0,0,0,0,0,0,0,0,0,0
MSHM69749,0,0,0,0,0,0,0,0,0,0,0
MSHM69750,0,0,0,0,0,0,0,0,0,0,0
MSHM69751,0,0,0,0,0,0,0,0,0,0,0
MSHM69752,0,0,0,0,0,0,0,0,0,0,0
MSHM69753,0,0,0,0,0,0,0,0,0,0,0
MSHM69754,0,0,0,0,0,0,0,0,0,0,0
MSHM69755,0,0,0,0,0,0,0,0,0,0,0
MSHM69756,0,0,0,0,0,0,0,0,0,0,0
MSHM69757,0,0,0,0,0,0,0,0,0,0,0
MSHM69758,0,0,0,0,0,0,0,0,0,0,0
MSHM69759,0,0,0,0,0,0,0,0,0,0,0
MSHM69760,0,0,0,0,0,0,0,0,0,0,0
MSHM69761,0,0,0,0,0,0,0,0,0,0,0
MSHM69762,0,0,0,0,0,0,0,0,0,0,0
MSHM69763,0,0,0,0,0,0,0,0,0,0,0
MSHM69764,0,0,0,0,0,0,0,0,0,0,0
MSHM69765,0,0,0,0,0,0,0,0,0,0,0
MSHM69766,0,0,0,0,0,0,0,0,0,0,0
MSHM69767,0,0,0,0,0,0,0,0,0,0,0
MSHM69768,0,0,0,0,0,1,0,0,0,0,0
