,SITE,SOIL,Ece,EC,Cle,pHe,pH 1:5,OM,OC,Nt,P,P2O5,M,SP,M:SP
MSHM16937,Haj Ali Gholi,Arid soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM16938,Haj Ali Gholi,Arid soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM16939,Haj Ali Gholi,Arid soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM16940,Haj Ali Gholi,Arid soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM16941,Haj Ali Gholi,Arid soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM16942,Haj Ali Gholi,Arid soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM16943,Haj Ali Gholi,Arid soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM16944,Haj Ali Gholi,Arid soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM16945,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16946,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16947,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16948,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16949,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16950,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16951,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16952,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16953,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16954,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16955,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16956,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16957,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16958,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16959,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16960,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16961,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16962,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16963,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16964,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16965,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16966,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16967,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16968,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16969,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16970,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16971,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16972,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16973,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16974,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16975,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16976,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16977,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16978,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16979,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16980,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16981,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16982,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16983,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16984,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16985,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16986,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16987,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16988,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16989,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16990,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16991,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16992,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16993,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16994,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16995,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16996,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16997,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16998,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM16999,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17000,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17001,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17002,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17003,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17004,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17005,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17006,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17007,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17008,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17009,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17010,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17011,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17012,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17013,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17014,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17015,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17016,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17017,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17018,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17019,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17020,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17021,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17022,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17023,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17024,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17025,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17026,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17027,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17028,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17029,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17030,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17031,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17032,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17033,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17034,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17035,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17036,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17037,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17038,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17039,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17040,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17041,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17042,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17043,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17044,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17045,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17046,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17047,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17048,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17049,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17050,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17051,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17052,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17053,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17054,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17055,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17056,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17057,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17058,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17059,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17060,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17061,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17062,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17063,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17064,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17065,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17066,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17067,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17068,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17069,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17070,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17071,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17072,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17073,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17074,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17075,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17076,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17077,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17078,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17079,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17080,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17081,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17082,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17083,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17084,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17085,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17086,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17087,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17088,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17089,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17090,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17091,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17092,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17093,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17094,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17095,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17096,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17097,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17098,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17099,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17100,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17101,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17102,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17103,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17104,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17105,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17106,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17107,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17108,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17109,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17110,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17111,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17112,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17113,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17114,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17115,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17116,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17117,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17118,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17119,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17120,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17121,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17122,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17123,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17124,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17125,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17126,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17127,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17128,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
MSHM17129,Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
