"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA","season","IR"
"MSHM1621","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",0
"MSHM1622","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",4
"MSHM1623","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",0
"MSHM1624","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",1
"MSHM1625","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",0
"MSHM1626","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",1
"MSHM1627","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",0
"MSHM1628","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",2
"MSHM1629","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",1
"MSHM1630","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",1
"MSHM1631","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",0
"MSHM1632","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",3
"MSHM1633","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",23,"PDA","winter",0
"MSHM1634","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",23,"PDA","winter",0
"MSHM1635","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",23,"PDA","winter",0
"MSHM1636","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",30,"PDA","winter",0
"MSHM1637","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",30,"PDA","winter",0
"MSHM1638","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",30,"PDA","winter",0
"MSHM1639","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",23,"PDA+Plant","winter",0
"MSHM1640","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",23,"PDA+Plant","winter",0
"MSHM1641","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",23,"PDA+Plant","winter",0
"MSHM1642","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",30,"PDA+Plant","winter",0
"MSHM1643","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",30,"PDA+Plant","winter",0
"MSHM1644","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",30,"PDA+Plant","winter",0
"MSHM1645","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",23,"PDA","winter",0
"MSHM1646","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",23,"PDA","winter",0
"MSHM1647","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",23,"PDA","winter",0
"MSHM1648","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",30,"PDA","winter",0
"MSHM1649","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",30,"PDA","winter",0
"MSHM1650","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",30,"PDA","winter",0
"MSHM1651","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",23,"PDA+Plant","winter",0
"MSHM1652","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",23,"PDA+Plant","winter",0
"MSHM1653","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",23,"PDA+Plant","winter",0
"MSHM1654","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",30,"PDA+Plant","winter",0
"MSHM1655","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",30,"PDA+Plant","winter",0
"MSHM1656","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",30,"PDA+Plant","winter",0
"MSHM1657","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA","winter",1
"MSHM1658","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA","winter",1
"MSHM1659","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA","winter",2
"MSHM1660","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA","winter",1
"MSHM1661","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA","winter",2
"MSHM1662","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA","winter",0
"MSHM1663","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA","winter",0
"MSHM1664","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA","winter",1
"MSHM1665","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA","winter",1
"MSHM1666","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA","winter",0
"MSHM1667","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA","winter",0
"MSHM1668","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA","winter",0
"MSHM1669","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",2
"MSHM1670","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",1
"MSHM1671","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",0
"MSHM1672","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",0
"MSHM1673","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",3
"MSHM1674","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",0
"MSHM1675","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",2
"MSHM1676","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",0
"MSHM1677","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",1
"MSHM1678","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",1
"MSHM1679","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",2
"MSHM1680","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",1
"MSHM1681","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",23,"PDA","winter",0
"MSHM1682","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",23,"PDA","winter",0
"MSHM1683","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",23,"PDA","winter",0
"MSHM1684","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",30,"PDA","winter",0
"MSHM1685","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",30,"PDA","winter",0
"MSHM1686","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",30,"PDA","winter",0
"MSHM1687","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",23,"PDA+Plant","winter",0
"MSHM1688","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",23,"PDA+Plant","winter",0
"MSHM1689","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",23,"PDA+Plant","winter",0
"MSHM1690","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",30,"PDA+Plant","winter",0
"MSHM1691","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",30,"PDA+Plant","winter",0
"MSHM1692","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Leaf",30,"PDA+Plant","winter",0
"MSHM1693","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",23,"PDA","winter",0
"MSHM1694","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",23,"PDA","winter",0
"MSHM1695","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",23,"PDA","winter",0
"MSHM1696","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",30,"PDA","winter",0
"MSHM1697","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",30,"PDA","winter",0
"MSHM1698","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",30,"PDA","winter",0
"MSHM1699","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",23,"PDA+Plant","winter",0
"MSHM1700","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",23,"PDA+Plant","winter",0
"MSHM1701","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",23,"PDA+Plant","winter",0
"MSHM1702","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",30,"PDA+Plant","winter",0
"MSHM1703","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",30,"PDA+Plant","winter",0
"MSHM1704","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Branch",30,"PDA+Plant","winter",0
"MSHM1705","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA","winter",0
"MSHM1706","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA","winter",1
"MSHM1707","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA","winter",0
"MSHM1708","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA","winter",1
"MSHM1709","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA","winter",0
"MSHM1710","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA","winter",1
"MSHM1711","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA","winter",1
"MSHM1712","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA","winter",1
"MSHM1713","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA","winter",2
"MSHM1714","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA","winter",0
"MSHM1715","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA","winter",0
"MSHM1716","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA","winter",0
"MSHM1717","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",2
"MSHM1718","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",1
"MSHM1719","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",0
"MSHM1720","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",0
"MSHM1721","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",2
"MSHM1722","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",23,"PDA+Plant","winter",1
"MSHM1723","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",0
"MSHM1724","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",0
"MSHM1725","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",2
"MSHM1726","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",0
"MSHM1727","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",3
"MSHM1728","Haj Ali Gholi Lake",NA,"W2016","A.sieb","Root",30,"PDA+Plant","winter",2
"MSHM1729","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1730","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1731","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1732","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1733","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1734","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1735","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1736","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1737","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1738","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1739","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1740","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1741","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1742","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1743","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1744","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1745","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1746","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1747","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1748","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1749","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1750","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1751","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1752","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1753","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM1754","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM1755","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM1756","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",3
"MSHM1757","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM1758","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM1759","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",2
"MSHM1760","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",3
"MSHM1761","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM1762","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",3
"MSHM1763","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",3
"MSHM1764","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",3
"MSHM1765","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",1
"MSHM1766","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",4
"MSHM1767","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",1
"MSHM1768","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM1769","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",0
"MSHM1770","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM1771","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM1772","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",2
"MSHM1773","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM1774","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",2
"MSHM1775","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",2
"MSHM1776","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",7
"MSHM1777","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1778","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1779","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1780","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1781","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1782","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1783","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1784","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1785","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1786","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1787","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1788","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1789","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1790","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1791","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1792","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1793","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1794","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1795","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1796","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1797","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1798","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1799","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1800","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1801","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM1802","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM1803","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM1804","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",3
"MSHM1805","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",0
"MSHM1806","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",3
"MSHM1807","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",4
"MSHM1808","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",3
"MSHM1809","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",3
"MSHM1810","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",2
"MSHM1811","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",2
"MSHM1812","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM1813","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",3
"MSHM1814","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",0
"MSHM1815","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM1816","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",0
"MSHM1817","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",3
"MSHM1818","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",3
"MSHM1819","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",2
"MSHM1820","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",1
"MSHM1821","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",4
"MSHM1822","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",1
"MSHM1823","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM1824","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM1825","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1826","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1827","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1828","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1829","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1830","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1831","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1832","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1833","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
"MSHM1834","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1835","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1836","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA+Plant","summer",0
"MSHM1837","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1838","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1839","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA","summer",0
"MSHM1840","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1841","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1842","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA","summer",0
"MSHM1843","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1844","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1845","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",23,"PDA+Plant","summer",0
"MSHM1846","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1847","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1848","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Branch",30,"PDA+Plant","summer",0
"MSHM1849","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM1850","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM1851","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",1
"MSHM1852","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",4
"MSHM1853","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",3
"MSHM1854","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA","summer",2
"MSHM1855","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",2
"MSHM1856","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM1857","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",3
"MSHM1858","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",1
"MSHM1859","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",2
"MSHM1860","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA","summer",2
"MSHM1861","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM1862","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",4
"MSHM1863","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",0
"MSHM1864","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM1865","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",2
"MSHM1866","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",23,"PDA+Plant","summer",3
"MSHM1867","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM1868","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM1869","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM1870","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM1871","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",2
"MSHM1872","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Root",30,"PDA+Plant","summer",3
"MSHM1873","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1874","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1875","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA","summer",0
"MSHM1876","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1877","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1878","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",30,"PDA","summer",0
"MSHM1879","Haj Ali Gholi Lake",NA,"S2017","A.sieb","Leaf",23,"PDA+Plant","summer",0
